Ano;Região;UF;Município;Código Município IBGE;CNPJ Município/SEDUC;Nome Escola;Código Escola;Rede Atendimento;Quantidade Alunos;CNPJ Executora;Nome Executora;Programa;Destinação;Valor Custeio;Valor Capital;Valor Total;Data Solicitação
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC ALTO ALEGRE I;12011126;ADMINISTRAÇÃO PÚBLICA ESTADUAL;12;'07504610000171;COMITE EXECUTIVO CONSORCIO ADERALDO CORDEIRO BRASIL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC CAPATARA;12011347;ADMINISTRAÇÃO PÚBLICA ESTADUAL;14;'12607694000109;COMITE EXECUTIVO CONSORCIO FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC FRANCISCO CARNEIRO DE LIMA;12012483;ADMINISTRAÇÃO PÚBLICA ESTADUAL;7;'12285279000186;COMITE EXECUTIVO CONSORCIO DONA GERALDA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC MANOEL DA CUNHA NETO;12012840;ADMINISTRAÇÃO PÚBLICA ESTADUAL;35;'17285637000174;COMITE EXECUTIVO CONSORCIO VERDES FLORESTAS;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC NOVA ESPERANCA I;12013170;ADMINISTRAÇÃO PÚBLICA ESTADUAL;18;'12272751000146;COMITE EXECUTIVO CONSORCIO NOVA ESPERANCA I;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC SANTA FE;12015539;ADMINISTRAÇÃO PÚBLICA ESTADUAL;49;'02435784000106;COMITE EXECUTIVO SANTA FE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC SANTA LUCIA II;12015555;ADMINISTRAÇÃO PÚBLICA ESTADUAL;32;'07504610000171;COMITE EXECUTIVO CONSORCIO ADERALDO CORDEIRO BRASIL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC DOM PEDRO I;12016276;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;9;'12324324000164;CONSELHO ESCOLAR CONSORCIO FLOR DE NATAL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC GESILDA DE FREITAS PAIXAO;12016420;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'12196854000174;CONSELHO ESCOLAR CONSORCIO GESILDA DE FREITAS PAIXAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC NOVA UNIAO;12016705;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'12398879000150;CONSELHO ESCOLAR CONSORCIO SAO FRANCISCO II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC RAIMUNDA FLORES;12016845;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;20;'12398879000150;CONSELHO ESCOLAR CONSORCIO SAO FRANCISCO II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC SANTA QUITERIA;12016977;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;36;'12615360000187;CONSELHO ESCOLAR CONSORCIO SAO FRANCISCO I;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC FLORESTA;12017655;ADMINISTRAÇÃO PÚBLICA ESTADUAL;8;'11488246000170;COMITE EXECUTIVO CONSORCIO BELO HORIZONTE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC SANTA MARIA II;12018635;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;38;'12113206000107;CONSELHO ESCOLAR CONSORCIO DA FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC INDIGENA NOSSA SENHORA DO PERPETUO SOCORRO;12018643;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;52;'08651881000112;CONSELHO ESCOLAR UNIAO HUNIKUI;PDDE ESTRUTURA;PDDE ÁGUA 2023;22400;5600;28000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC JOSE MARREIRA FILHO;12019828;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;11;'12398879000150;CONSELHO ESCOLAR CONSORCIO SAO FRANCISCO II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC SANTA LUZIA;12020001;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;39;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC INDIGENA REINO DA FLORESTA;12020010;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;27;'11409999000143;CONSELHO ESCOLAR NIXINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC IOLANDA PEREIRA NUNES;12020567;ADMINISTRAÇÃO PÚBLICA ESTADUAL;46;'11815101000137;COMITE EXECUTIVO CONSORCIO NOVA OLINDA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC PEDRO BENICIO;12020672;ADMINISTRAÇÃO PÚBLICA ESTADUAL;19;'04201518000144;COMITE EXECUTIVO CONSORCIO PEDRO BENICIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC INDIGENA NOSSA SENHORA DA PAZ;12020761;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;27;'08465079000138;CONSELHO ESCOLAR COMUNIDADE DA FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC RAIMUNDO GASPAR UCHOA;12021091;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;41;'03307079000196;CONSELHO ESCOLAR JERONIMO DE ALBUQUERQUE LIMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC CEL JOAO BRANDAO;12021318;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;9;'12324324000164;CONSELHO ESCOLAR CONSORCIO FLOR DE NATAL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC INDIGENA RAINHA DA FLORESTA;12021830;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;90;'11287858000103;CONSELHO ESCOLAR EDUCACAO DESAFIO PARTICIPATIVO;PDDE ESTRUTURA;PDDE ÁGUA 2023;22400;5600;28000;06/12/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC INDIGENA ASHANINKA;12021865;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;48;'11287858000103;CONSELHO ESCOLAR EDUCACAO DESAFIO PARTICIPATIVO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;BUJARI;1200138;'84306620000143;ESC SANTA CECILIA;12022292;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;18;'11397714000100;CONSELHO ESCOLAR CONSORCIO RIO ANTIMARY;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC JOSE REGINALDO DA ROCHA;12022764;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;13;'11410026000124;CONSELHO ESCOLAR EULINA FELIPE DE OLIVEIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC DEUS SEJA LOUVADO;12022780;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;15;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC MARINA MARINHO;12022799;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;7;'14604055000115;CONSELHO ESCOLAR CONSORCIO ALTO TARAUACA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04033254000167;ESC PAULINO FEIJO DE MELO;12023191;ADMINISTRAÇÃO PÚBLICA ESTADUAL;16;'11657346000183;COMITE EXECUTIVO CONSORCIO PAULINO FEIJO DE MELO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC INDIGENA JOAO DAMIAO;12023248;ADMINISTRAÇÃO PÚBLICA ESTADUAL;5;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC HUMAITA;12025534;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;6;'12324324000164;CONSELHO ESCOLAR CONSORCIO FLOR DE NATAL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC FRANCISCO NEPOMUCENO II;12025593;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;10;'12143729000104;COMITE EXECUTIVO CONSORCIO UNIAO DA BR;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC SANTA CLARA;12025615;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;153;'08733070000160;CONSELHO ESCOLAR SANTA CLARA;PDDE ESTRUTURA;PDDE ÁGUA 2023;25600;6400;32000;06/12/2023
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC LARANJAL;12025828;ADMINISTRAÇÃO PÚBLICA ESTADUAL;19;'14315814000120;COMITE EXECUTIVO CONSORCIO NOVO HORIZONTE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC SANTA AMELIA II;12025852;ADMINISTRAÇÃO PÚBLICA ESTADUAL;16;'14302878000196;COMITE EXECUTIVO CONSORCIO PEDRO EUGENIO DE SOUZA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC MANOEL RUFINO;12025917;ADMINISTRAÇÃO PÚBLICA ESTADUAL;35;'11887286000195;COMITE EXECUTIVO CONSORCIO RECIFE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04513362000137;ESC JOSE JOAQUIM DE MATOS;12025941;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;143;'07511365000120;APM DA ESCOLA DE EF RURAL JOSE JOAQUIM DE MATOS;PDDE ESTRUTURA;PDDE ÁGUA 2023;22400;5600;28000;
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC JOAO BATISTA LOPES;12026344;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;13;'11295753000198;CONSELHO ESCOLAR EDUCACAO E CULTURA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC RAIMUNDO BEZERRA FROTA;12026360;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;42;'11295743000152;CONSELHO ESCOLAR EDUCACAO EM BUSCA DO SER;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC NOVA ESPERANCA;12026832;ADMINISTRAÇÃO PÚBLICA ESTADUAL;22;'14668855000108;COMITE EXECUTIVO CONSORCIO SAO SEBASTIAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC SANTA TEREZINHA;12026840;ADMINISTRAÇÃO PÚBLICA ESTADUAL;20;'14668855000108;COMITE EXECUTIVO CONSORCIO SAO SEBASTIAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC JOSE MARIA RODRIGUES;12026883;ADMINISTRAÇÃO PÚBLICA ESTADUAL;8;'11815101000137;COMITE EXECUTIVO CONSORCIO NOVA OLINDA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC XIPAMANO;12027030;ADMINISTRAÇÃO PÚBLICA ESTADUAL;21;'11492209000136;COMITE EXECUTIVO CONSORCIO ESPERANCA DO POVO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC MANOEL BARBOSA;12027332;ADMINISTRAÇÃO PÚBLICA ESTADUAL;43;'12600727000199;COMITE EXECUTIVO CONSORCIO CUMARU;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC LIBERDADE II;12027448;ADMINISTRAÇÃO PÚBLICA ESTADUAL;27;'08965743000108;COMITE EXECUTIVO LIBERDADE II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSORA ENEZILIA PIRES;12027596;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;24;'12144486000110;COMITE EXECUTIVO CONSORCIO BARES;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSOR RAIMUNDO JANARI DE SOUZA;12027600;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'12143745000199;COMITE EXECUTIVO CONSORCIO BOM PRINCIPIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC DR ZAQUEU MACHADO;12027871;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;145;'06335547000124;CONSELHO ESCOLARUNIDADE EXECUTORA DR ZAQUEU MACHADO;PDDE ESTRUTURA;PDDE ÁGUA 2023;22400;5600;28000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC JOSE MARINHO;12028010;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;20;'11410049000139;CONSELHO ESCOLAR OSVALDO TEIXEIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC INDIGENA INSTITUTO SAO JOSE;12028215;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;48;'08651900000100;CONSELHO ESCOLAR UNIAO DOS POVOS DA FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC VISAO DE AGUIA;12028711;ADMINISTRAÇÃO PÚBLICA ESTADUAL;17;'12285234000101;COMITE EXECUTIVO CONSORCIO NOSSA SENHORA APARECIDA II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSORA JOSEFA LIGIA;12028983;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;8;'15020402000125;COMITE EXECUTIVO CONSORCIO BERLIM RECREIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCO FERNANDES DE CARVALHO;12029033;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;31;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC JUELITA MEIRELES;12029319;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;10;'06256815000112;CONSELHO DAS ESCOLAS DE ZONA RURAL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCO TURIANO DE FARIAS;12029670;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'12113206000107;CONSELHO ESCOLAR CONSORCIO DA FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC ESTRELA DA FLORESTA;12029939;ADMINISTRAÇÃO PÚBLICA ESTADUAL;19;'11604282000152;COMITE EXECUTIVO CONSORCIO CENTRAL DO ESPALHA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC INDIGENA PEDRO DE SOUZA WANINAWA;12030031;ADMINISTRAÇÃO PÚBLICA ESTADUAL;9;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC AQUARIQUARA;12031780;ADMINISTRAÇÃO PÚBLICA ESTADUAL;11;'18951484000110;COMITE EXECUTIVO CONSORCIO JOAO CORDOVEZ;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC ANTONIO RODRIGUES DA SILVA;12031798;ADMINISTRAÇÃO PÚBLICA ESTADUAL;16;'18951484000110;COMITE EXECUTIVO CONSORCIO JOAO CORDOVEZ;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC JOSE BERNARDO PINHEIRO;12031801;ADMINISTRAÇÃO PÚBLICA ESTADUAL;14;'27311176000110;COMITE EXECUTIVO CONSORCIO SAO FRANCISCO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC SAO RAIMUNDO;12031810;ADMINISTRAÇÃO PÚBLICA ESTADUAL;20;'27311176000110;COMITE EXECUTIVO CONSORCIO SAO FRANCISCO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC SAO SEBASTIAO;12033588;ADMINISTRAÇÃO PÚBLICA ESTADUAL;24;'02903172000109;COMITE EXECUTIVO SAO SEBASTIAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BUJARI;1200138;'04033254000167;ESC ARCO IRIS;12033685;ADMINISTRAÇÃO PÚBLICA ESTADUAL;13;'12013248000176;COMITE EXECUTIVO CONSORCIO ARCO-IRIS;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCA BATISTA;12033820;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;18;'14604055000115;CONSELHO ESCOLAR CONSORCIO ALTO TARAUACA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC CAMPO VERDE;12035424;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;30;'12398879000150;CONSELHO ESCOLAR CONSORCIO SAO FRANCISCO II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC ENCANTO DA FLORESTA;12040622;ADMINISTRAÇÃO PÚBLICA ESTADUAL;19;'12285202000106;COMITE EXECUTIVO CONSORCIO MONTE ALEGRE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSORA JOSEFA FERREIRA LEITAO;12041220;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;27;'14527390000167;COMITE EXECUTIVO CONSORCIO PARAIBA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC LUIZA ALVES BEZERRA;12045829;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;5;'12196854000174;CONSELHO ESCOLAR CONSORCIO GESILDA DE FREITAS PAIXAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BUJARI;1200138;'04033254000167;ESC DOM MANOEL II;12101222;ADMINISTRAÇÃO PÚBLICA ESTADUAL;10;'12012904000116;COMITE EXECUTIVO CONSORCIO LUZ DIVINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
